strategy,symbol,sessions,trades,trades_per_session,win_rate,expectancy_pct,expectancy_bps,gross_bps,cost_bps,payoff_ratio,profit_factor,t_stat,p_value,kelly,suggested_size,stdev_pct,trades_needed,avg_bars_held,bonferroni_t_bar,clears_bar
Bollinger reversion,SPY,383,353,0.9216710182767625,0.623229461756374,-0.01379115394917278,-1.379115394917278,0.2108846050827215,1.59,0.5206050854692712,0.8611512691972907,-0.768732108261614,0.44205235981102664,0.0,0.0,0.337064440728802,,11.796033994334278,3.3840362518645586,False
Bollinger reversion,QQQ,383,362,0.9451697127937336,0.5994475138121547,-0.008353364970698529,-0.8353364970698529,1.2846635029301474,2.12,0.620928025702037,0.9292509074299451,-0.4556116319604869,0.6486692771384586,0.0,0.0,0.34883571152514964,,11.243093922651934,3.3840362518645586,False
Bollinger reversion,IWM,383,330,0.8616187989556136,0.5333333333333333,-0.04353451486142711,-4.353451486142711,-2.253451486142711,2.1,0.6097234824147891,0.6968268370454734,-2.1810687203967074,0.02917833400265213,0.0,0.0,0.36259459806022515,,12.245454545454546,3.3840362518645586,False
Bollinger reversion,AAPL,383,356,0.9295039164490861,0.5898876404494382,-0.009877396443124263,-0.9877396443124263,3.0122603556875744,4.0,0.6476704559287192,0.9315807927741852,-0.4020467399658995,0.687649628328781,0.0,0.0,0.4635439734503547,,11.682584269662922,3.3840362518645586,False
Bollinger reversion,NVDA,209,183,0.8755980861244019,0.5901639344262295,-0.00030530796036118884,-0.030530796036118885,3.9694692039638824,4.0,0.6934400008706284,0.9985536012537048,-0.006800088841164746,0.994574355916302,0.0,0.0,0.6073640552133189,,11.704918032786885,3.3840362518645586,False
Bollinger reversion,ALL,1741,1584,0.909821941412981,0.5877525252525253,-0.01630732945594706,-1.630732945594706,1.0067102362234763,,0.6172113122439077,0.8799750868286035,-1.5688316054930644,0.11668718188454097,0.0,0.0,0.4136986502468263,,11.727272727272727,3.3840362518645586,False
Buy and hold,SPY,383,383,1.0,0.5300261096605744,-0.0016805009522465049,-0.16805009522465048,1.4219499047753488,1.59,0.8798007614117584,0.9922197475921498,-0.04373096659252645,0.9651188550497323,0.0,0.0,0.7520540824921836,,59.74934725848564,3.3840362518645586,False
Buy and hold,QQQ,383,383,1.0,0.5378590078328982,-0.00038247194455021203,-0.0382471944550212,2.0817528055449794,2.12,0.857996091135997,0.9985717218870925,-0.00819139540368516,0.9934642851659929,0.0,0.0,0.9137788057002348,,59.74934725848564,3.3840362518645586,False
Buy and hold,IWM,383,383,1.0,0.5065274151436031,0.014860913398039946,1.4860913398039945,3.5860913398039957,2.1,1.0209026924651283,1.047910700202301,0.30331377081479993,0.7616507526191791,0.023158541206332373,0.005789635301583093,0.9588546132335244,32639.0,59.74934725848564,3.3840362518645586,False
Buy and hold,AAPL,383,383,1.0,0.47780678851174935,-0.06700886758941374,-6.700886758941374,-2.7008867589413765,4.0,0.9093899979792123,0.8320918481509793,-1.1338880084672958,0.2568415277930862,0.0,0.0,1.1565422513823216,,59.74934725848564,3.3840362518645586,False
