symbol,signal_ts,entry_ts,exit_ts,direction,entry_px,exit_px,stop_px,target_px,risk_per_share,r,ret_pct,bars_held,reason
MSFT,2026-04-24 11:35:00,2026-04-24 11:50:00,2026-04-24 15:55:00,1,420.075,424.63,417.22,425.7849999999999,2.8549999999999613,1.595446584938728,1.08433017913468,49,flatten
NVDA,2026-04-27 10:30:00,2026-04-27 10:35:00,2026-04-27 11:45:00,-1,208.845,210.73,210.73,205.07500000000002,1.884999999999991,-1.0,-0.9025832555244276,14,stop
MSFT,2026-04-27 10:30:00,2026-04-27 10:40:00,2026-04-27 15:55:00,1,422.725,425.06,419.67,428.83500000000004,3.055000000000007,0.7643207855973729,0.5523685611212915,63,flatten
META,2026-04-27 10:35:00,2026-04-27 10:40:00,2026-04-27 15:55:00,1,676.945,678.46,671.31,688.2150000000003,5.635000000000105,0.26885536823424283,0.22379957012755633,63,flatten
IWM,2026-04-27 10:40:00,2026-04-27 10:45:00,2026-04-27 15:55:00,1,277.1,277.11,276.25,278.80000000000007,0.8500000000000227,0.011764705882341927,0.0036088054853810553,62,flatten
SPY,2026-04-27 10:40:00,2026-04-27 10:50:00,2026-04-27 11:20:00,1,713.5225,712.6,712.6,715.3675000000001,0.9225000000000136,-1.0,-0.12928814438227437,6,stop
AMZN,2026-04-27 10:30:00,2026-04-27 11:05:00,2026-04-27 15:55:00,1,261.65250000000003,261.08,260.34,264.27750000000015,1.3125000000000568,-0.43619047619049367,-0.218801654866683,58,flatten
GOOGL,2026-04-27 11:25:00,2026-04-27 11:30:00,2026-04-27 12:25:00,-1,350.7409,351.74,351.74,348.7427,0.9990999999999985,-1.0,-0.2848541473207141,11,stop
AMD,2026-04-27 11:25:00,2026-04-27 11:45:00,2026-04-27 13:45:00,-1,334.18494999999996,336.4636,336.4636,329.6276499999999,2.2786500000000274,-1.0,-0.6818529679448544,24,stop
AAPL,2026-04-28 10:30:00,2026-04-28 10:35:00,2026-04-28 10:35:00,1,271.055,270.91,270.91,271.34499999999997,0.1449999999999818,-1.0,-0.05349467820183425,0,stop
MSFT,2026-04-28 10:30:00,2026-04-28 10:35:00,2026-04-28 10:45:00,1,426.065,424.95,424.95,428.295,1.115000000000009,-1.0,-0.2616971588842099,2,stop
GOOGL,2026-04-28 10:55:00,2026-04-28 11:00:00,2026-04-28 12:10:00,-1,351.135,348.56499999999994,352.42,348.56499999999994,1.285000000000025,2.0,0.7319122274908654,14,target
IWM,2026-04-28 11:00:00,2026-04-28 11:25:00,2026-04-28 11:30:00,1,273.53,273.37,273.37,273.8499999999999,0.15999999999996817,-1.0,-0.058494497861283294,1,stop
AMZN,2026-04-28 11:25:00,2026-04-28 11:35:00,2026-04-28 15:55:00,-1,259.90995,259.77,261.03,257.66985,1.120049999999992,0.12494977902772189,0.053845572283784796,52,flatten
SPY,2026-04-28 11:30:00,2026-04-28 11:35:00,2026-04-28 13:55:00,-1,709.95,711.07,711.07,707.71,1.1200000000000045,-1.0,-0.15775758856257546,28,stop
AMZN,2026-04-29 10:30:00,2026-04-29 10:40:00,2026-04-29 10:40:00,1,264.57494999999994,264.9850499999999,264.3699,264.9850499999999,0.20504999999997153,2.0,0.1550033364836479,0,target
META,2026-04-29 10:35:00,2026-04-29 10:40:00,2026-04-29 15:55:00,1,672.3924999999999,669.91,663.8084,689.5606999999998,8.584099999999921,-0.28919746974056476,-0.3692039991522748,63,flatten
SPY,2026-04-29 10:35:00,2026-04-29 10:40:00,2026-04-29 11:50:00,1,711.735,709.66,709.66,715.8850000000001,2.0750000000000455,-1.0,-0.2915410932439806,14,stop
GOOGL,2026-04-29 10:35:00,2026-04-29 10:40:00,2026-04-29 10:45:00,1,354.24,353.68,353.68,355.36,0.5600000000000023,-1.0,-0.1580849141824758,1,stop
AAPL,2026-04-29 10:45:00,2026-04-29 10:55:00,2026-04-29 11:00:00,1,269.375,269.0304,269.0304,270.0642,0.344600000000014,-1.0,-0.12792575406033002,1,stop
QQQ,2026-04-29 10:30:00,2026-04-29 11:10:00,2026-04-29 12:30:00,1,659.54655,657.9,657.9,662.8396500000001,1.6465500000000475,-1.0,-0.24964879279560287,16,stop
MSFT,2026-04-29 11:15:00,2026-04-29 11:30:00,2026-04-29 12:15:00,-1,424.96000000000004,423.22000000000014,425.83,423.22000000000014,0.8699999999999477,2.0,0.40945030120479464,9,target
NVDA,2026-04-29 11:55:00,2026-04-29 12:00:00,2026-04-29 12:25:00,-1,210.83505000000002,209.70515000000006,211.4,209.70515000000006,0.5649499999999819,2.0,0.5359165850269979,5,target
AAPL,2026-04-30 10:40:00,2026-04-30 10:45:00,2026-04-30 12:05:00,-1,271.53499999999997,272.2,272.2,270.2049999999999,0.6650000000000205,-1.0,-0.24490397186367152,16,stop
AMD,2026-04-30 10:35:00,2026-04-30 10:45:00,2026-04-30 10:50:00,-1,342.025,345.8499,345.8499,334.37519999999995,3.8249000000000137,-1.0,-1.118310065053728,1,stop
META,2026-04-30 10:55:00,2026-04-30 11:05:00,2026-04-30 11:05:00,1,605.77,605.29,605.29,606.73,0.4800000000000182,-1.0,-0.07923799461842253,0,stop
AMZN,2026-04-30 10:55:00,2026-04-30 11:05:00,2026-04-30 11:30:00,1,259.27,257.9,257.9,262.01,1.3700000000000045,-1.0,-0.5284066802946753,5,stop
MSFT,2026-04-30 10:45:00,2026-04-30 11:25:00,2026-04-30 12:40:00,1,403.25,400.13,400.13,409.49,3.1200000000000045,-1.0,-0.77371357718537,15,stop
NVDA,2026-04-30 10:45:00,2026-04-30 11:35:00,2026-04-30 12:25:00,1,200.42000000000002,199.44,199.44,202.38000000000005,0.9800000000000182,-1.0,-0.4889731563716287,10,stop
GOOGL,2026-05-01 10:35:00,2026-05-01 10:40:00,2026-05-01 11:30:00,-1,383.67470000000003,386.3,386.3,378.42410000000007,2.6252999999999815,-1.0,-0.6842515287038685,10,stop
AMD,2026-05-01 10:35:00,2026-05-01 10:40:00,2026-05-01 12:15:00,-1,351.945,357.16,357.16,341.51499999999993,5.215000000000032,-1.0,-1.4817656167867228,19,stop
NVDA,2026-05-01 10:30:00,2026-05-01 10:45:00,2026-05-01 10:45:00,-1,199.48,199.64,199.64,199.16,0.1599999999999966,-1.0,-0.08020854220974363,0,stop
META,2026-05-01 10:30:00,2026-05-01 10:55:00,2026-05-01 11:15:00,-1,611.8784,614.3799,614.3799,606.8754000000001,2.5014999999999645,-1.0,-0.4088230602681782,4,stop
IWM,2026-05-01 10:35:00,2026-05-01 11:30:00,2026-05-01 13:30:00,-1,278.81,279.52,279.52,277.39000000000004,0.7099999999999795,-1.0,-0.25465370682542937,24,stop
QQQ,2026-05-01 10:30:00,2026-05-01 11:30:00,2026-05-01 11:45:00,-1,674.96,675.76,675.76,673.3600000000001,0.7999999999999545,-1.0,-0.11852554225434907,3,stop
SPY,2026-05-01 10:35:00,2026-05-01 11:35:00,2026-05-01 12:45:00,-1,723.775,721.5849999999999,724.87,721.5849999999999,1.0950000000000273,2.0,0.3025802217540057,14,target
IWM,2026-05-04 10:35:00,2026-05-04 10:45:00,2026-05-04 11:40:00,1,280.365,277.845,277.845,285.405,2.519999999999982,-1.0,-0.8988283130918558,11,stop
NVDA,2026-05-04 10:45:00,2026-05-04 10:50:00,2026-05-04 10:55:00,1,197.91005,197.3,197.3,199.13015000000001,0.6100500000000011,-1.0,-0.3082460946273325,1,stop
AMD,2026-05-04 10:45:00,2026-05-04 10:50:00,2026-05-04 11:20:00,1,346.7099,342.7,342.7,354.72970000000004,4.009900000000016,-1.0,-1.1565576869884637,6,stop
GOOGL,2026-05-04 10:45:00,2026-05-04 10:55:00,2026-05-04 11:10:00,1,382.53499999999997,381.31,381.31,384.9849999999999,1.224999999999966,-1.0,-0.3202321356215682,3,stop
QQQ,2026-05-04 10:45:00,2026-05-04 10:55:00,2026-05-04 11:00:00,1,676.2025000000001,674.88,674.88,678.8475000000003,1.3225000000001046,-1.0,-0.19557750821685876,1,stop
AMZN,2026-05-04 10:35:00,2026-05-04 11:20:00,2026-05-04 15:55:00,1,272.4608,272.05,269.4517,278.479,3.0090999999999894,-0.13651922501744582,-0.15077398289955646,55,flatten
META,2026-05-04 10:40:00,2026-05-04 11:30:00,2026-05-04 15:55:00,1,606.97,610.54,602.7501,615.4098000000001,4.219900000000052,0.8459916111755947,0.5881674547341609,53,flatten
AMZN,2026-05-05 10:30:00,2026-05-05 10:45:00,2026-05-05 12:25:00,1,275.865,274.51,274.51,278.57500000000005,1.3550000000000182,-1.0,-0.4911822811882689,20,stop
GOOGL,2026-05-05 10:30:00,2026-05-05 10:45:00,2026-05-05 12:55:00,1,387.90999999999997,386.38,386.38,390.9699999999999,1.5299999999999727,-1.0,-0.39442138640405583,26,stop
AAPL,2026-05-05 10:30:00,2026-05-05 10:50:00,2026-05-05 15:55:00,1,281.135,284.21,278.8,285.80499999999995,2.3349999999999795,1.3169164882227047,1.0937805680544894,61,flatten
NVDA,2026-05-05 10:40:00,2026-05-05 11:10:00,2026-05-05 15:55:00,-1,197.90499999999997,196.5,199.03,195.65499999999992,1.1250000000000284,1.248888888888833,0.7099365857355665,57,flatten
IWM,2026-05-05 11:05:00,2026-05-05 11:20:00,2026-05-05 15:55:00,1,281.9425,282.58,281.32,283.1875,0.6225000000000023,1.0240963855421468,0.22610993376308597,55,flatten
MSFT,2026-05-05 11:15:00,2026-05-05 11:25:00,2026-05-05 15:15:00,-1,410.58500000000004,412.64,412.64,406.47500000000014,2.05499999999995,-1.0,-0.5005053764750172,46,stop
META,2026-05-05 10:45:00,2026-05-05 11:30:00,2026-05-05 15:55:00,-1,604.9549999999999,605.08,607.88,599.1049999999998,2.925000000000068,-0.04273504273508061,-0.020662693919401228,53,flatten
SPY,2026-05-05 11:00:00,2026-05-05 11:30:00,2026-05-05 13:55:00,1,722.99,724.21,722.38,724.21,0.6100000000000136,2.0,0.16874368940096368,29,target
QQQ,2026-05-05 12:10:00,2026-05-05 12:15:00,2026-05-05 12:25:00,1,681.64005,680.9,680.9,683.12015,0.7400499999999965,-1.0,-0.1085690314118128,2,stop
AMD,2026-05-05 11:35:00,2026-05-05 12:25:00,2026-05-05 13:45:00,1,352.145,356.4549999999999,349.99,356.4549999999999,2.1549999999999727,2.0,1.2239276434423165,16,target
MSFT,2026-05-06 10:30:00,2026-05-06 10:40:00,2026-05-06 10:40:00,1,415.11,416.43000000000006,414.45,416.43000000000006,0.660000000000025,2.0,0.31798800317989206,0,target
META,2026-05-06 10:50:00,2026-05-06 10:55:00,2026-05-06 11:20:00,-1,617.4200000000001,612.3600000000001,619.95,612.3600000000001,2.5299999999999727,2.0,0.8195393735220667,5,target
AMZN,2026-05-06 10:40:00,2026-05-06 11:05:00,2026-05-06 15:55:00,1,274.39995,274.91,272.26,278.67985,2.139949999999999,0.2383466903432489,0.18587831375334987,58,flatten
AMD,2026-05-06 11:05:00,2026-05-06 11:10:00,2026-05-06 11:15:00,-1,409.08500000000004,413.47,413.47,400.31500000000005,4.384999999999991,-1.0,-1.071904371952037,1,stop
NVDA,2026-05-06 11:20:00,2026-05-06 11:45:00,2026-05-06 15:55:00,1,204.81005,207.65,202.91,208.61014999999998,1.9000499999999931,1.4946711928633596,1.3866262910438312,50,flatten
META,2026-05-07 10:30:00,2026-05-07 10:40:00,2026-05-07 15:55:00,-1,620.97,616.91,624.98,612.95,4.009999999999991,1.0124688279301917,0.6538158043061757,63,flatten
AMZN,2026-05-07 10:40:00,2026-05-07 10:45:00,2026-05-07 11:05:00,1,273.39715,272.79,272.79,274.61145,0.6071499999999901,-1.0,-0.2220761994044159,4,stop
QQQ,2026-05-07 10:40:00,2026-05-07 10:45:00,2026-05-07 12:10:00,1,699.79,695.54,695.54,708.29,4.25,-1.0,-0.6073250546592549,17,stop
GOOGL,2026-05-07 10:35:00,2026-05-07 10:50:00,2026-05-07 12:00:00,-1,396.855,395.0250000000001,397.77,395.0250000000001,0.9149999999999636,2.0,0.4611256000302194,14,target
MSFT,2026-05-07 10:50:00,2026-05-07 11:05:00,2026-05-07 12:45:00,1,424.21005,422.63,422.63,427.3701500000001,1.5800500000000284,-1.0,-0.372468780501553,20,stop
IWM,2026-05-07 10:35:00,2026-05-07 11:20:00,2026-05-07 11:55:00,1,284.9,284.28,284.28,286.14,0.6200000000000045,-1.0,-0.21762021762021924,7,stop
SPY,2026-05-07 10:40:00,2026-05-07 11:25:00,2026-05-07 12:00:00,1,734.9449999999999,733.55,733.55,737.7349999999999,1.3949999999999818,-1.0,-0.18981012184584994,7,stop
NVDA,2026-05-07 11:05:00,2026-05-07 11:30:00,2026-05-07 15:55:00,-1,212.6,211.52,214.2,209.4,1.5999999999999943,0.6749999999999925,0.5079962370649032,53,flatten
META,2026-05-08 10:30:00,2026-05-08 10:35:00,2026-05-08 11:45:00,-1,613.38005,607.10015,616.52,607.10015,3.139949999999999,2.0,1.0238187564137435,14,target
NVDA,2026-05-08 10:35:00,2026-05-08 10:40:00,2026-05-08 15:55:00,-1,215.14,215.19,217.8,209.81999999999994,2.660000000000025,-0.018796992481207104,-0.023240680487129947,63,flatten
MSFT,2026-05-08 10:30:00,2026-05-08 10:55:00,2026-05-08 15:55:00,-1,416.235,415.16,418.63,411.44500000000005,2.394999999999982,0.4488517745302701,0.2582675651975419,60,flatten
QQQ,2026-05-08 11:00:00,2026-05-08 11:10:00,2026-05-08 15:50:00,1,706.605,710.675,704.57,710.675,2.034999999999968,2.0,0.5759936598240794,56,target
SPY,2026-05-08 11:10:00,2026-05-08 11:20:00,2026-05-08 12:05:00,-1,736.965,737.45,737.45,735.995,0.48500000000001364,-1.0,-0.0658104523281314,9,stop
GOOGL,2026-05-08 11:05:00,2026-05-08 11:20:00,2026-05-08 15:45:00,-1,399.53,400.95,400.95,396.68999999999994,1.420000000000016,-1.0,-0.35541761569844965,53,stop
IWM,2026-05-08 11:15:00,2026-05-08 11:20:00,2026-05-08 11:55:00,-1,283.075,283.64,283.64,281.945,0.5649999999999977,-1.0,-0.19959374724012993,7,stop
AMZN,2026-05-08 12:15:00,2026-05-08 12:25:00,2026-05-08 15:55:00,1,273.04999999999995,272.64,271.42,276.30999999999983,1.6299999999999386,-0.2515337423312783,-0.15015564914849597,42,flatten
QQQ,2026-05-11 10:30:00,2026-05-11 10:35:00,2026-05-11 11:25:00,-1,711.44,713.04,713.04,708.2400000000002,1.599999999999909,-1.0,-0.22489598560664412,10,stop
GOOGL,2026-05-11 10:30:00,2026-05-11 10:35:00,2026-05-11 10:45:00,-1,393.7725,394.34,394.34,392.6375,0.5674999999999955,-1.0,-0.14411874876991043,2,stop
NVDA,2026-05-11 10:30:00,2026-05-11 10:35:00,2026-05-11 10:50:00,-1,218.66,220.9,220.9,214.17999999999998,2.240000000000009,-1.0,-1.0244214762645243,3,stop
AMD,2026-05-11 10:30:00,2026-05-11 10:40:00,2026-05-11 11:40:00,-1,457.71000000000004,462.9999,462.9999,447.13020000000006,5.289899999999989,-1.0,-1.1557317952415258,12,stop
AMZN,2026-05-11 10:45:00,2026-05-11 10:55:00,2026-05-11 15:55:00,-1,271.5675,268.99,273.63,267.4425,2.0625,1.249696969696963,0.9491194638533648,60,flatten
SPY,2026-05-11 10:55:00,2026-05-11 11:10:00,2026-05-11 15:55:00,1,739.28,739.26,737.59,742.6599999999999,1.6899999999999409,-0.01183431952661687,-0.0027053349204606927,57,flatten
MSFT,2026-05-11 10:50:00,2026-05-11 11:15:00,2026-05-11 11:25:00,-1,410.0625,411.48,411.48,407.22749999999996,1.4175000000000182,-1.0,-0.34567901234568343,2,stop
IWM,2026-05-11 11:15:00,2026-05-11 11:20:00,2026-05-11 13:30:00,-1,286.14535,286.645,286.645,285.14605000000006,0.49964999999997417,-1.0,-0.17461405540924363,26,stop
AAPL,2026-05-11 11:10:00,2026-05-11 11:55:00,2026-05-11 12:40:00,1,292.77,291.75,291.75,294.80999999999995,1.0199999999999818,-1.0,-0.34839635208524844,9,stop
AMD,2026-05-12 10:30:00,2026-05-12 10:35:00,2026-05-12 12:35:00,-1,449.2279,430.0836999999999,458.8,430.0836999999999,9.572100000000034,2.0,4.2615785885070965,24,target
AMZN,2026-05-12 10:30:00,2026-05-12 10:35:00,2026-05-12 12:20:00,-1,265.025,263.3749999999999,265.85,263.3749999999999,0.8250000000000455,2.0,0.6225827752099202,21,target
AAPL,2026-05-12 10:30:00,2026-05-12 10:35:00,2026-05-12 10:55:00,-1,294.185,294.81,294.81,292.935,0.625,-1.0,-0.21245134864116116,4,stop
MSFT,2026-05-12 10:30:00,2026-05-12 10:50:00,2026-05-12 15:55:00,-1,409.35025,407.85,410.6099,406.8309500000001,1.259649999999965,1.1910054380185255,0.3664954400296553,61,flatten
GOOGL,2026-05-12 11:10:00,2026-05-12 11:15:00,2026-05-12 12:10:00,1,387.3275,385.83,385.83,390.3225,1.4975000000000023,-1.0,-0.3866237228185456,11,stop
META,2026-05-12 11:45:00,2026-05-12 11:50:00,2026-05-12 12:00:00,1,600.495,600.0201,600.0201,601.4448000000001,0.47490000000004784,-1.0,-0.0790847550770694,2,stop
META,2026-05-13 10:35:00,2026-05-13 10:45:00,2026-05-13 12:00:00,-1,605.3050000000001,609.375,609.375,597.1650000000002,4.069999999999936,-1.0,-0.6723883001131555,15,stop
MSFT,2026-05-13 10:30:00,2026-05-13 10:55:00,2026-05-13 11:35:00,-1,403.275,404.45,404.45,400.92499999999995,1.1750000000000114,-1.0,-0.29136445353667134,8,stop
QQQ,2026-05-13 10:55:00,2026-05-13 11:25:00,2026-05-13 15:55:00,1,710.035,714.47,704.83,720.4449999999998,5.204999999999927,0.852065321805979,0.6246170963403296,54,flatten
IWM,2026-05-13 11:20:00,2026-05-13 11:50:00,2026-05-13 14:10:00,1,281.60249999999996,282.86749999999984,280.97,282.86749999999984,0.6324999999999363,2.0,0.44921476194276433,28,target
NVDA,2026-05-14 10:40:00,2026-05-14 10:55:00,2026-05-14 15:55:00,1,234.35,235.75,230.62,241.80999999999997,3.7299999999999898,0.37533512064343416,0.5973970556859423,60,flatten
AAPL,2026-05-14 10:45:00,2026-05-14 11:00:00,2026-05-14 12:45:00,1,298.135,297.08,297.08,300.245,1.0550000000000068,-1.0,-0.3538665369715085,21,stop
META,2026-05-14 11:50:00,2026-05-14 11:55:00,2026-05-14 12:00:00,-1,621.3499999999999,622.88,622.88,618.2899999999997,1.5300000000000864,-1.0,-0.2462380300957732,1,stop
NVDA,2026-05-15 10:30:00,2026-05-15 10:40:00,2026-05-15 10:40:00,-1,227.76,227.29999999999995,227.99,227.29999999999995,0.2300000000000182,2.0,0.20196698278891656,0,target
QQQ,2026-05-15 10:50:00,2026-05-15 10:55:00,2026-05-15 13:20:00,-1,711.01615,712.67,712.67,707.7084500000002,1.6538499999999203,-1.0,-0.2326037179324155,29,stop
SPY,2026-05-15 10:50:00,2026-05-15 10:55:00,2026-05-15 11:50:00,-1,741.575,739.3650000000002,742.68,739.3650000000002,1.1049999999999045,2.0,0.29801436132553133,11,target
AMD,2026-05-15 10:50:00,2026-05-15 10:55:00,2026-05-15 15:55:00,-1,432.63995,424.0,439.0,419.91985,6.360050000000001,1.3584720245910011,1.9970300939615029,60,flatten
GOOGL,2026-05-15 11:45:00,2026-05-15 12:00:00,2026-05-15 15:55:00,-1,396.55,396.84,398.84,391.9700000000001,2.2899999999999636,-0.12663755458513895,-0.07313075274239406,47,flatten
META,2026-05-15 11:40:00,2026-05-15 12:05:00,2026-05-15 12:30:00,-1,614.0642,616.0,616.0,610.1926000000001,1.935799999999972,-1.0,-0.31524391097868465,5,stop
AMZN,2026-05-15 11:40:00,2026-05-15 12:30:00,2026-05-15 15:55:00,-1,262.894,264.05,264.05,260.582,1.156000000000006,-1.0,-0.4397209521708392,41,stop
SPY,2026-05-18 10:35:00,2026-05-18 10:40:00,2026-05-18 12:30:00,-1,738.6600000000001,734.3800000000003,740.8,734.3800000000003,2.1399999999998727,2.0,0.5794276121625301,22,target
META,2026-05-18 10:35:00,2026-05-18 10:40:00,2026-05-18 13:15:00,-1,609.5350000000001,612.22,612.22,604.1650000000002,2.6849999999999454,-1.0,-0.44049972520034864,31,stop
IWM,2026-05-18 10:35:00,2026-05-18 10:40:00,2026-05-18 15:55:00,-1,276.98,275.99,278.82,273.30000000000007,1.839999999999975,0.5380434782608818,0.35742652899126615,63,flatten
AAPL,2026-05-18 10:55:00,2026-05-18 11:00:00,2026-05-18 11:00:00,1,298.02504999999996,296.84,296.84,300.39514999999994,1.1850499999999897,-1.0,-0.3976343599304789,0,stop
AMD,2026-05-18 10:30:00,2026-05-18 11:00:00,2026-05-18 15:55:00,-1,419.055,420.82,427.0,403.165,7.944999999999993,-0.22215229704216335,-0.42118576320530393,59,flatten
AMZN,2026-05-18 11:05:00,2026-05-18 11:10:00,2026-05-18 12:25:00,-1,267.4475,265.0625,268.64,265.0625,1.1924999999999955,2.0,0.8917638041110839,15,target
META,2026-05-19 10:50:00,2026-05-19 10:55:00,2026-05-19 15:55:00,-1,606.6,602.75,613.93,591.9400000000002,7.329999999999927,0.5252387448840465,0.6346851302340955,60,flatten
IWM,2026-05-19 10:50:00,2026-05-19 10:55:00,2026-05-19 11:10:00,-1,271.085,271.92,271.92,269.4149999999999,0.8350000000000364,-1.0,-0.3080214692808663,3,stop
SPY,2026-05-19 10:50:00,2026-05-19 10:55:00,2026-05-19 12:55:00,-1,732.38505,736.3,736.3,724.55515,3.914949999999976,-1.0,-0.5345480495539847,24,stop
MSFT,2026-05-19 10:50:00,2026-05-19 10:55:00,2026-05-19 15:55:00,-1,423.58000000000004,417.6,430.97,408.80000000000007,7.389999999999986,0.8092016238159715,1.4117758156664661,60,flatten
AAPL,2026-05-19 11:00:00,2026-05-19 11:05:00,2026-05-19 12:10:00,1,297.2925,296.52,296.52,298.8375000000001,0.7725000000000364,-1.0,-0.25984510204597705,13,stop
QQQ,2026-05-19 11:00:00,2026-05-19 11:05:00,2026-05-19 12:35:00,1,697.88,702.4999999999999,695.57,702.4999999999999,2.3099999999999454,2.0,0.6620049292141759,18,target
AMZN,2026-05-20 10:35:00,2026-05-20 10:40:00,2026-05-20 15:55:00,1,262.3,265.02,260.405,266.0900000000001,1.8950000000000387,1.4353562005276597,1.0369805566145522,63,flatten
META,2026-05-20 10:40:00,2026-05-20 10:45:00,2026-05-20 10:45:00,-1,601.48505,603.17,603.17,598.1151500000001,1.684949999999958,-1.0,-0.2801316508199095,0,stop
AAPL,2026-05-20 10:50:00,2026-05-20 11:00:00,2026-05-20 11:05:00,1,299.69495,299.09,299.09,300.90485000000007,0.6049500000000307,-1.0,-0.2018552531499215,1,stop
IWM,2026-05-20 11:00:00,2026-05-20 11:05:00,2026-05-20 15:55:00,1,278.19,279.84,274.79,284.98999999999995,3.3999999999999773,0.4852941176470554,0.5931198102016526,58,flatten
GOOGL,2026-05-20 11:10:00,2026-05-20 11:15:00,2026-05-20 11:45:00,-1,384.695,386.81,386.81,380.465,2.115000000000009,-1.0,-0.5497861942577911,6,stop
QQQ,2026-05-20 11:20:00,2026-05-20 11:25:00,2026-05-20 15:55:00,1,710.45,713.07,703.79,723.7700000000002,6.660000000000082,0.39339339339338925,0.3687803504820894,54,flatten
NVDA,2026-05-20 11:10:00,2026-05-20 11:35:00,2026-05-20 12:20:00,1,224.915,223.85,223.85,227.045,1.0649999999999977,-1.0,-0.47351221572593993,9,stop
AMD,2026-05-20 11:35:00,2026-05-20 11:40:00,2026-05-20 12:25:00,1,446.765,442.2,442.2,455.895,4.564999999999998,-1.0,-1.021789979071771,9,stop
AAPL,2026-05-21 10:35:00,2026-05-21 10:40:00,2026-05-21 11:40:00,1,302.09540000000004,303.76620000000014,301.26,303.76620000000014,0.8354000000000497,2.0,0.5530703214945011,12,target
IWM,2026-05-21 10:45:00,2026-05-21 10:55:00,2026-05-21 13:15:00,-1,280.055,281.25,281.25,277.665,1.1949999999999932,-1.0,-0.426701897841493,28,stop
AMZN,2026-05-21 10:55:00,2026-05-21 11:00:00,2026-05-21 13:10:00,1,264.1075,267.32250000000005,262.5,267.32250000000005,1.607500000000016,2.0,1.2173073464403819,26,target
AMD,2026-05-21 10:35:00,2026-05-21 11:00:00,2026-05-21 11:45:00,1,434.6325,440.69749999999993,431.6,440.69749999999993,3.0324999999999704,2.0,1.3954317728195524,9,target
MSFT,2026-05-21 10:55:00,2026-05-21 11:05:00,2026-05-21 12:55:00,1,417.72995,416.28,416.28,420.62985,1.4499500000000012,-1.0,-0.3471022367440978,22,stop
SPY,2026-05-21 11:15:00,2026-05-21 11:30:00,2026-05-21 13:10:00,1,738.605,740.615,737.6,740.615,1.0049999999999955,2.0,0.27213463217822664,20,target
QQQ,2026-05-21 11:45:00,2026-05-21 12:15:00,2026-05-21 13:15:00,1,709.9125,713.7575,707.99,713.7575,1.9225000000000136,2.0,0.5416160442308069,12,target
NVDA,2026-05-21 11:40:00,2026-05-21 12:20:00,2026-05-21 13:15:00,1,219.1157,221.2271,218.06,221.2271,1.0557000000000016,2.0,0.9636005087723076,11,target
GOOGL,2026-05-22 10:30:00,2026-05-22 10:35:00,2026-05-22 15:05:00,1,386.13,383.98,383.98,390.42999999999995,2.1499999999999773,-1.0,-0.5568072928806302,54,stop
SPY,2026-05-22 10:35:00,2026-05-22 10:45:00,2026-05-22 13:25:00,1,745.81,748.4699999999998,744.48,748.4699999999998,1.3299999999999272,2.0,0.35665920274598817,32,target
IWM,2026-05-22 10:35:00,2026-05-22 10:45:00,2026-05-22 13:25:00,1,284.53999999999996,286.27999999999986,283.67,286.27999999999986,0.8699999999999477,2.0,0.6115133197441117,32,target
AMD,2026-05-22 10:30:00,2026-05-22 10:50:00,2026-05-22 11:00:00,1,466.025,468.9749999999999,464.55,468.9749999999999,1.474999999999966,2.0,0.6330132503620904,2,target
AMZN,2026-05-22 11:10:00,2026-05-22 11:25:00,2026-05-22 13:00:00,1,268.605,267.48,267.48,270.855,1.125,-1.0,-0.4188306248952923,19,stop
META,2026-05-22 10:40:00,2026-05-22 11:40:00,2026-05-22 15:55:00,1,609.0550000000001,610.29,606.95,613.2650000000001,2.105000000000018,0.586698337292109,0.202773148566205,51,flatten
NVDA,2026-05-22 11:25:00,2026-05-22 11:40:00,2026-05-22 15:10:00,1,217.81400000000002,215.16,215.16,223.12200000000007,2.654000000000025,-1.0,-1.2184708053660576,42,stop
NVDA,2026-05-26 10:30:00,2026-05-26 10:35:00,2026-05-26 11:05:00,1,216.89499999999998,214.28,214.28,222.12499999999994,2.6149999999999807,-1.0,-1.2056525046681486,6,stop
AAPL,2026-05-26 10:30:00,2026-05-26 10:35:00,2026-05-26 12:05:00,1,311.32,309.88,309.88,314.2,1.4399999999999977,-1.0,-0.46254657587048625,18,stop
IWM,2026-05-26 10:30:00,2026-05-26 10:35:00,2026-05-26 15:50:00,-1,289.72,290.515,290.515,288.1300000000001,0.7949999999999591,-1.0,-0.27440287173821587,63,stop
GOOGL,2026-05-26 10:45:00,2026-05-26 10:55:00,2026-05-26 10:55:00,-1,386.665,387.92,387.92,384.15500000000003,1.2549999999999955,-1.0,-0.32457036452743215,0,stop
META,2026-05-26 11:00:00,2026-05-26 11:05:00,2026-05-26 15:50:00,-1,607.0599500000001,611.27,611.27,598.6398500000003,4.21004999999991,-1.0,-0.6935147014722203,57,stop
QQQ,2026-05-26 12:25:00,2026-05-26 12:40:00,2026-05-26 15:55:00,1,727.39,730.21,725.57,731.0299999999999,1.8199999999999363,1.5494505494506312,0.38768748539298725,39,flatten
AMD,2026-05-27 10:30:00,2026-05-27 10:35:00,2026-05-27 10:35:00,-1,490.885,491.43,491.43,489.79499999999996,0.5450000000000159,-1.0,-0.11102396691689824,0,stop
